Groups:,score,alive,bytes,rate
9try,0.0,2.7067177823367587,0.0,0.0
shooterA,1.0,3.6522463410033232,2.0548810595348845,1.2635857E-4

Warriors:,score,alive,bytes,rate
9try1,0.0,2.7067177823367587,0.0,0.0
9try2,0.0,2.6866362692622934,0.0,0.0
shooterA1,0.0,3.652149605401653,1.2286569659374147,1.8857207E-5
shooterA2,1.0,3.6522463410033232,1.984707298601261,1.0750556E-4
